Date,Time Frame,Estuary,Zone,Dissolved oxygen (% saturation),Salinity (psu),pH,Chlorophyll-a (ug/L),"Blue green algae (BGA, ug/L)",Turbidity (NTU),fDOM (RFU),Dissolved nitrogen (ug/L),Total nitrogen (ug/L),Dissolved phosphorus (ug/L),Total phosphorus (ug/L),"Nitrogen oxides (NOx, ug/L)","Ammonia (NH3, ug/L)","Phosphate (PO4 3-, ug/L"
7/11/2017,Pre-fire,Khappinghat Creek,1,83.27,31.6,7.62,1.06,2.43,3.122631579,10.4,237.4,331.8,10.57,24.35,7,10,1
7/11/2017,Pre-fire,Khappinghat Creek,2,83.26,32.26,7.66,1.01,2.9,1.229026549,9.31,,,,,,,
4/12/2017,Pre-fire,Khappinghat Creek,1,91.67,32.37,7.51,3.2,5.72,2.563225806,11.12,,,,,,,
4/12/2017,Pre-fire,Khappinghat Creek,2,83.71,32.59,7.51,1.05,3.75,2.392727273,9.62,,,,,,,
9/01/2018,Pre-fire,Khappinghat Creek,1,93.52,33.36,7.57,2.37,3.39,2.907245509,11.2,329.6,437.9,2.621,6.384,0.354,0.4467,1.246
9/01/2018,Pre-fire,Khappinghat Creek,2,93.48,33.36,7.57,2.36,3.39,2.836,11.19,,,,,,,
6/02/2018,Pre-fire,Khappinghat Creek,1,83.04,34.4,7.52,1,2.28,2.263574468,11.59,,,,,,,
6/02/2018,Pre-fire,Khappinghat Creek,2,86.7,34.45,7.61,0.82,2.35,2.430564784,9.44,,,,,,,
27/02/2018,Pre-fire,Khappinghat Creek,1,86.93,34.64,7.63,1.65,3.82,1.290938511,12.5,360.5,1199,6.729,15.97,3.494,8.345,1.984
27/02/2018,Pre-fire,Khappinghat Creek,2,85.23,34.66,7.63,0.87,3.54,4.44316129,10.52,,,,,,,
12/04/2018,Pre-fire,Khappinghat Creek,2,75.31,27.16,7.73,1.79,2.87,1.977740113,14.22,,,,,,,
12/04/2018,Pre-fire,Khappinghat Creek,1,73.99,26.62,7.67,2.14,3.55,2.283653846,15.7,,,,,,,
1/11/2018,Pre-fire,Khappinghat Creek,1,71.45,12.13,6.98,4.41,7.79,2.4659375,38.49,,,,,,,
1/11/2018,Pre-fire,Khappinghat Creek,2,70.2,13.4,6.75,4.11,6.97,3.300229885,38.83,,,,,,,
28/11/2018,Pre-fire,Khappinghat Creek,1,92.74,32.72,7.38,2.07,4.23,3.29,10.07,283.9,385.9,3.5,11.3,0.8,8.8,0.9
28/11/2018,Pre-fire,Khappinghat Creek,2,92.81,34.16,7.44,0.63,1.89,1.989385475,6.57,,,,,,,
12/12/2018,Pre-fire,Khappinghat Creek,1,83.3,34.35,7.73,1.3,,2.761134752,,,,,,,,
12/12/2018,Pre-fire,Khappinghat Creek,2,91,34.51,7.81,1,,5.196880342,,,,,,,,
21/01/2019,Pre-fire,Khappinghat Creek,1,77.37,38.55,7.74,4.48,11.99,2.460390625,11.15,348.5,427.7,6.3,57,1.2,5.7,3.6
21/01/2019,Pre-fire,Khappinghat Creek,2,89.68,38.75,7.83,2.65,9.67,3.566061776,9.39,,,,,,,
12/02/2019,Pre-fire,Khappinghat Creek,1,106.05,39,7.79,3.52,6.29,3.328413793,10.39,,,,,,,
12/02/2019,Pre-fire,Khappinghat Creek,2,108.32,39.24,7.84,2.11,5.46,2.833397436,9.44,,,,,,,
7/03/2019,Pre-fire,Khappinghat Creek,1,84.62,40.32,7.78,1.95,8.01,2.36733945,10.39,323.1,406.6,9,18.4,1.9,4.4,0.9
7/03/2019,Pre-fire,Khappinghat Creek,2,93.16,40.32,7.86,1.32,8.82,2.249878049,9.39,,,,,,,
4/11/2019,Pre-fire,Khappinghat Creek,1,90.48,43.65,7.63,2.12,3.97,3.745643564,8.74,410,450,#VALUE!,10,9,120,1
4/11/2019,Pre-fire,Khappinghat Creek,2,95.88,43.54,7.7,2.06,4.55,1.5188,8.2,,,,,,,
10/12/2019,During fire,Khappinghat Creek,1,96.52,48.66,7.62,2.64,4.74,2.229605263,10.06,,,,,,,
8/01/2020,Post-fire,Khappinghat Creek,1,111.7,53.78,7.83,11.37,19.09,1.349868421,11.31,440,730,7,48,1,19,1
8/01/2020,Post-fire,Khappinghat Creek,2,104.41,53.17,7.78,4.86,11.26,5.876132597,10.81,,,,,,,
29/01/2020,Post-fire,Khappinghat Creek,1,136.16,51.67,7.94,10.18,13.99,2.597016575,11.6,450,610,11,36,1,26,0.5
29/01/2020,Post-fire,Khappinghat Creek,2,111.18,51.65,7.85,7.21,11.93,2.3,11.54,,,,,,,
25/02/2020,Post-fire,Khappinghat Creek,1,128.99,22.74,8.05,8.09,16.84,6.838842975,28.83,450,580,8,20,96,61,2
25/02/2020,Post-fire,Khappinghat Creek,2,115.49,25.42,8.01,5.75,12.82,6.239586777,23.5,,,,,,,
11/03/2020,Post-fire,Khappinghat Creek,1,93.98,10.8,7.32,7.83,17.05,4.566363636,34.54,1300,1500,7,29,870,55,2
11/03/2020,Post-fire,Khappinghat Creek,2,89.51,28.3,7.79,3.56,14.37,3.669173554,15.48,,,,,,,
3/11/2020,Post-fire,Khappinghat Creek,1,85.97,25.45,7.83,3.58,8.78,6.947593361,10.67,288.1,495.4,2.4,14.6,0.5,1.5,0.5
3/11/2020,Post-fire,Khappinghat Creek,2,84.47,25.55,7.82,1.13,4.07,7.613485477,10,,,,,,,
26/11/2020,Post-fire,Khappinghat Creek,1,87.42,26.02,7.81,2.27,6.19,3.107237569,10.64,,,,,,,
26/11/2020,Post-fire,Khappinghat Creek,2,80.03,26.22,7.76,1.01,4.86,3.461933702,10.04,,,,,,,
6/01/2021,Post-fire,Khappinghat Creek,1,107.69,1.15,7.21,30.83,63.59,2.143483146,44.99,860.3,867.4,30.2,34.5,110,145,3.3
6/01/2021,Post-fire,Khappinghat Creek,2,105.68,2,7.43,20.97,41.52,2.509144737,44.77,,,,,,,
28/01/2021,Post-fire,Khappinghat Creek,1,97.17,15.14,7.56,4.13,8.07,12.59274131,26.28,,,,,,,
28/01/2021,Post-fire,Khappinghat Creek,2,94.02,17.44,7.65,3.18,7,2.578270677,25.17,,,,,,,
17/02/2021,Post-fire,Khappinghat Creek,1,111.47,14.66,7.73,3.03,5.62,3.487717391,24.19,369.8,453.5,2.9,9.9,0.5,0.5,0.5
17/02/2021,Post-fire,Khappinghat Creek,2,105.93,14.74,7.74,2.74,5.79,1.781478261,24.14,,,,,,,
28/04/2021,Post-fire,Khappinghat Creek,1,87.61,31.47,8.03,1.61,4.31,,6.48,,,,,,,
28/04/2021,Post-fire,Khappinghat Creek,2,99.96,34.83,8.2,1.35,2.94,,1.28,,,,,,,
10/11/2021,Post-fire,Khappinghat Creek,1,81.87,33.63,7.54,1.94,4.78,,7.29,220,280,2,6,7,8,1
10/11/2021,Post-fire,Khappinghat Creek,2,87.68,34.02,7.68,2.05,5.73,,7.36,,,,,,,
15/12/2021,Post-fire,Khappinghat Creek,1,79.76,12.23,7.49,4.88,8.89,,28.77,,,,,,,
15/12/2021,Post-fire,Khappinghat Creek,2,87.37,12.27,7.7,3.19,6.34,,27.44,,,,,,,
19/01/2022,Post-fire,Khappinghat Creek,1,78.1,17.82,7.77,4.55,,,,350,420,2,10,5,21,2
19/01/2022,Post-fire,Khappinghat Creek,2,80.2,18.77,7.81,3.46,,,,,,,,,,
8/02/2022,Post-fire,Khappinghat Creek,1,80.96,5.56,7.01,7.47,13.38,,,,,,,,,
8/02/2022,Post-fire,Khappinghat Creek,2,92.93,12.44,7.62,6.99,13.4,,,,,,,,,
12/04/2022,Post-fire,Khappinghat Creek,1,68.77,24.81,7.88,,,,16.03,300,360,6,15,67,41,5
12/04/2022,Post-fire,Khappinghat Creek,2,82.89,25.06,8.01,,,,15.37,,,,,,,
9/11/2022,Post-fire,Khappinghat Creek,1,93.33,31.33,7.77,1.54,1.83,,5.16,,,,,,,
9/11/2022,Post-fire,Khappinghat Creek,2,94.28,33.15,7.95,0.81,0.68,,3.21,,,,,,,
1/12/2022,Post-fire,Khappinghat Creek,1,78.84,34.19,7.4,2.41,4.55,,5.38,,,,,,,
1/12/2022,Post-fire,Khappinghat Creek,2,85.37,35.02,7.68,3.33,7.18,,3.49,,,,,,,
19/01/2023,Post-fire,Khappinghat Creek,1,77.13,35.53,7.86,1.69,4.08,,5.9,,,,,,,
19/01/2023,Post-fire,Khappinghat Creek,2,84.73,35.66,8.12,1.85,3.21,,2.62,,,,,,,
2/02/2023,Post-fire,Khappinghat Creek,1,82.93,35.36,7.86,1.69,3.59,,4.56,,,,,,,
2/02/2023,Post-fire,Khappinghat Creek,2,88.59,35.51,8.06,1.71,1.89,,1.75,,,,,,,
2/03/2023,Post-fire,Khappinghat Creek,1,75.81,32.24,7.77,2.06,3.52,,6.49,,,,,,,
2/03/2023,Post-fire,Khappinghat Creek,2,81.8,33.5,7.95,1.71,3.36,,4.59,,,,,,,
23/03/2023,Post-fire,Khappinghat Creek,1,77.9,22.09,7.74,3.04,5.46,,16.96,,,,,,,
23/03/2023,Post-fire,Khappinghat Creek,2,92.07,29.2,8.04,2.69,4.46,,8.35,,,,,,,
11/12/2013,Pre-fire,Meroo Lake,1,94.10729614,5.96,7.8,0.94,0.03,0.55,17.95,686,,7.6,10.8,1.487,9.1,0.5841
11/12/2013,Pre-fire,Meroo Lake,2,125.0555556,6,6.8,0.6,,0.3,16.4,,0.02319,,,,,
14/01/2014,Pre-fire,Meroo Lake,1,81.84135021,7.11,8.55,0.41,-0.01,-0.14,13.02,647,,5.5,7.7,0.2301,4.7,0.4526
14/01/2014,Pre-fire,Meroo Lake,2,92.85672823,7.05,8.09,0.44,-0.01,-0.07,12.45,,1.14,,,,,
12/02/2014,Pre-fire,Meroo Lake,1,92.24680851,8.54,8.78,0.65,-2.3,-1.3,10.5,633,,3.7,6.1,0.4763,4.8,0.01793
12/02/2014,Pre-fire,Meroo Lake,2,60.47699115,8.5,8.7,0.68,-2.28,-1.33,10.64,,1.5329,,,,,
4/03/2014,Pre-fire,Meroo Lake,1,163.5885246,8.9,9.24,0.51,-2.42,0.04,9.93,643,,3.6,5.2,0.2895,5.4,0.1072
4/03/2014,Pre-fire,Meroo Lake,2,159.1880952,8.86,9.2,0.49,-2.58,0.03,9.9,,946,,,,,
25/03/2014,Pre-fire,Meroo Lake,1,149.2538462,,,,,,,,,,,,,
25/03/2014,Pre-fire,Meroo Lake,2,123.0142857,,,,,,,,135.2,,,,,
15/04/2014,Pre-fire,Meroo Lake,1,139.5821918,2.61,7,4.85,2,6.84,33.48,1199,,11.9,21.2,12,459,2.928
15/04/2014,Pre-fire,Meroo Lake,2,132.2426829,2.62,6.9,4.87,1.94,6.7,33.56,,922.7,,,,,
26/11/2014,Pre-fire,Meroo Lake,1,90.46132597,33.25,8.93,1.43,-1.24,0.81,15.02,578,2.4,12.2,19,0.4559,9.701,1.589
26/11/2014,Pre-fire,Meroo Lake,2,63.30950413,32.35,8.75,2.63,,1.31,0,634,2.3,11.4,27.2,1.806,22.25,2.43
9/12/2014,Pre-fire,Meroo Lake,1,81.53887043,24.74,8.95,5.89,6.03,3.49,19.58,748,2.1,11.8,33.1,2.278,39,1.434
9/12/2014,Pre-fire,Meroo Lake,2,82.62426036,24.36,8.97,5.61,5.47,3.77,19.49,,1361.443458,,,,,
6/01/2015,Pre-fire,Meroo Lake,1,79.47073171,18.26,9.34,0.85,-2.02,0.68,10.37,622,,6.8,15.4,0.6971,9.045,0.7517
6/01/2015,Pre-fire,Meroo Lake,2,64.35842105,18.22,9.02,1.53,-0.65,2.17,11.9,,1086.880017,,,,,
28/01/2015,Pre-fire,Meroo Lake,1,96.35846154,13.9,7.98,2.28,0.34,0.93,16.1,587,,4.1,12.1,0.6206,9.238,0.7595
28/01/2015,Pre-fire,Meroo Lake,2,39.06686047,13.94,7.77,2.2,0.27,1.1,16.49,,1105.785999,,,,,
17/02/2015,Pre-fire,Meroo Lake,1,80.84842767,14.57,8.97,0.99,-1.77,1.83,12.18,588,,5.2,13.8,2.545,13.25,1.062
17/02/2015,Pre-fire,Meroo Lake,2,110.7719512,14.98,8.31,0.85,-2.18,0.56,12.13,,717,,,,,
10/03/2015,Pre-fire,Meroo Lake,1,116.0089005,15.65,8.02,2.08,-0.77,2.03,11.43,590,630,5.4,11.9,0.4001,24.2,0.1611
10/03/2015,Pre-fire,Meroo Lake,2,98.34297872,15.52,8,7.09,6.06,1.05,12.63,,656,,,,,
20/10/2015,Pre-fire,Meroo Lake,1,125.0921212,26.49,8.11,2.85,6.19,1.5,25.43,,657,,,,,
15/12/2015,Pre-fire,Meroo Lake,2,52.7508982,21.58,8.17,2.8,1.11,1.79,19.15,1216,1240,6.8,21.8,0.91,412,0.91
21/01/2016,Pre-fire,Meroo Lake,1,107.572093,15.63,8.76,16.44,15.26,2.49,22.05,942.67,624,18.25,31.22,4.08,9.45,4.08
11/02/2016,Pre-fire,Meroo Lake,2,101.5333333,10.76,7.59,3.1,0.77,0.7,31.43,1071.53,931,6.86,10.86,0.5,102.33,0.5
16/03/2016,Pre-fire,Meroo Lake,1,122.2381503,12.24,7.97,3.72,3.28,2.45,31.99,1383.87,690,5.81,8.92,0.5,239.05,0.5
13/04/2016,Pre-fire,Meroo Lake,2,89.83491124,13.22,7.62,2.8,6.74,1.85,47.12,1512.41,631,6.54,7.6,0.5,370.56,0.5
21/11/2016,Pre-fire,Meroo Lake,1,127.8730061,38.82,7.57,1.96,2.84,2.52,14.87,,654,,,,,
21/11/2016,Pre-fire,Meroo Lake,2,93.49197531,38.67,7.63,1.94,2.7,2.09,14.63,,653,,,,,
19/12/2016,Pre-fire,Meroo Lake,1,138.03,40.68,7.88,6.77,12.13,3.29,19.35,419.6,,5.744,23.19,10,106.7,1
19/12/2016,Pre-fire,Meroo Lake,2,115.36,40.69,7.89,6.35,11.34,3.4,19.63,,295,,,,,
19/01/2017,Pre-fire,Meroo Lake,1,148.82,44.24,7.76,4.33,7.76,7.34,27.04,,,,,,,
19/01/2017,Pre-fire,Meroo Lake,2,89.56,43.92,7.78,4.15,7.67,6.75,26.63,,,,,,,
8/02/2017,Pre-fire,Meroo Lake,1,77.34,38.74,7.92,7.67,13.95,5.14,30.02,810,,5.645,35.52,15.31,212.4,3.146
8/02/2017,Pre-fire,Meroo Lake,2,79.87,39.16,7.91,6.65,12.21,4.24,29.37,,,,,,,
16/03/2017,Pre-fire,Meroo Lake,1,98.66192469,14.91,7.78,4.76,10,3.64,34.94,,,,,,,
16/03/2017,Pre-fire,Meroo Lake,2,129.479918,16.34,7.64,5.4,11.56,11.32,35.29,,,,,,,
11/04/2017,Pre-fire,Meroo Lake,1,91.18571429,5.86,6.82,8.87,12.24,11.94,54.94,1450.9,,15.16,27.64,22.72,602,2.548
11/04/2017,Pre-fire,Meroo Lake,2,94.15468165,5.89,6.87,9.36,12.43,9.37,56.21,,,,,,,
23/11/2017,Pre-fire,Meroo Lake,1,83.45157895,6.77,9.52,3.02,4.21,0.04,52.07,,,,,,,
23/11/2017,Pre-fire,Meroo Lake,2,60.25874126,6.77,9.39,3.1,4.08,0.07,45.05,,,,,,,
14/12/2017,Pre-fire,Meroo Lake,1,177.0072727,6.67,9.3,3.63,5.05,-0.02,50.49,,,,,,,
14/12/2017,Pre-fire,Meroo Lake,2,160.9056604,6.67,9.26,3.86,5.7,-0.05,50.34,940.5,,4.288,7.402,0.5785,7.997,1.223
18/01/2018,Pre-fire,Meroo Lake,1,146.605,7.22,9.57,2.79,3.46,-0.07,45.38,,,,,,,
18/01/2018,Pre-fire,Meroo Lake,2,122.015942,7.21,9.57,2.76,3.75,0.05,44.29,,,,,,,
20/02/2018,Pre-fire,Meroo Lake,1,143.53,7.77,9.16,3.65,10.63,0.33,46.92,,,,,,,
20/02/2018,Pre-fire,Meroo Lake,2,141.1416667,7.74,9.13,3.33,5.03,-0.15,47.05,934,,6.702,40.24,0.478,7.32,1.892
8/03/2018,Pre-fire,Meroo Lake,1,113.1410788,6.37,8.71,4.01,5.89,-0.06,51.19,,,,,,,
8/03/2018,Pre-fire,Meroo Lake,2,59.36970954,6.37,8.66,4.03,5.44,-0.08,50.98,,,,,,,
31/10/2018,Pre-fire,Meroo Lake,1,78.01712707,6.77,9.01,3.77,5.18,0.45,59,,,,,,,
31/10/2018,Pre-fire,Meroo Lake,2,116.9300546,6.77,8.87,3.47,4.92,0.41,58.1,904.5,,7.8,11.8,5.3,12.2,1.8
22/01/2020,During fire,Meroo Lake,1,83.52857143,12.67,7.97,4.76,7.99,2.74,53.02,2300,,9,23,2,610,3
22/01/2020,During fire,Meroo Lake,2,53.6691358,12.09,8.15,5.38,9.63,1.61,51.02,,,,,,,
17/02/2020,Post-fire,Meroo Lake,1,96.99152542,4.96,7.31,11.24,20.46,2.18,47.24,2200,,12,38,95,950,3
17/02/2020,Post-fire,Meroo Lake,2,30.12748092,4.97,7.26,8.4,16.75,1.53,47.71,,,,,,,
2/03/2020,Post-fire,Meroo Lake,1,80.0155102,5.38,7.69,8.64,14.62,1.02,53.42,2100,,13,22,9,860,3
2/03/2020,Post-fire,Meroo Lake,2,97.8,5.61,7.54,7.9,14.4,0.8,52.33,,,,,,,
11/11/2020,Post-fire,Meroo Lake,1,106.2790419,16.25,7.75,2.13,4,2.06,22.71,1081.8,,2,9.8,8.3,504,0.5
11/11/2020,Post-fire,Meroo Lake,2,99.58613445,16.83,8.32,2.32,4.12,1.19,25.27,,,,,,,
2/12/2020,Post-fire,Meroo Lake,1,126.9767442,18.63,7.9,17.96,33,2.55,22.11,,,,,,,
2/12/2020,Post-fire,Meroo Lake,2,53.19534884,18.6,8.33,2,3.96,0.5,21.49,,,,,,,
13/01/2021,Post-fire,Meroo Lake,1,91.7,19.12,7.4,1.76,3.38,1.1,20.44,698,731,1.8,6.2,2.9,563,0.5
13/01/2021,Post-fire,Meroo Lake,2,107.908,18.95,7.49,1.98,4.02,1.62,20.12,,,,,,,
3/02/2021,Post-fire,Meroo Lake,1,90.03780488,14.72,7.49,2.87,5.62,3.07,25.4,,,,,,,
3/02/2021,Post-fire,Meroo Lake,2,84.33216374,15.53,7.56,2.86,5.77,2.57,24.15,,,,,,,
23/02/2021,Post-fire,Meroo Lake,1,91.72292994,14.77,7.07,3.56,7.44,2.45,26.09,1025.8,,2.2,10.7,0.5,381,0.5
23/02/2021,Post-fire,Meroo Lake,2,87.92814371,15.29,7.06,3.23,7.2,2.38,26.05,,,,,,,
17/03/2021,Post-fire,Meroo Lake,1,,15.61,7.39,4.47,7.69,2.14,24.7,,,,,,,
17/03/2021,Post-fire,Meroo Lake,2,,15.82,7.45,4.15,7.76,1.39,25.86,,,,,,,
11/12/2013,Pre-fire,Termeil Lake,1,92,8.7,7.4,2.3,,2.2,23,1118,1170,7.7,15.3,34.34,419,0.6907
11/12/2013,Pre-fire,Termeil Lake,2,100.83,8.67,7.52,2.58,0.15,2.54,22.57,,,,,,,
14/01/2014,Pre-fire,Termeil Lake,1,135.82,9.94,8.92,2.01,0.08,2.45,20.88,648,726,6.5,11.8,0.4736,4.9,0.295
14/01/2014,Pre-fire,Termeil Lake,2,122,9.9,8.9,2.5,,2.2,20.7,,,,,,,
12/02/2014,Pre-fire,Termeil Lake,1,80.36,11.36,8.78,3.35,1.96,1.04,18.68,707,806,6.6,16.7,3.184,35.6,0.8065
12/02/2014,Pre-fire,Termeil Lake,2,79.99,11.34,8.8,2.66,0.79,1.02,18.28,,,,,,,
4/03/2014,Pre-fire,Termeil Lake,1,127.01,11.73,9.13,1.37,-1.42,1.12,17.43,706,755,6.9,10.7,0.7956,21.7,0.539
4/03/2014,Pre-fire,Termeil Lake,2,115.25,11.7,9.01,1.49,-1.16,3.15,16.52,,,,,,,
25/03/2014,Pre-fire,Termeil Lake,1,,,,,,,,,,,,,,
25/03/2014,Pre-fire,Termeil Lake,2,,,,,,,,,,,,,,
15/04/2014,Pre-fire,Termeil Lake,1,57.06,4.17,7.26,12.85,18.45,3.34,33.83,1116,1277,11.2,28.9,5.994,385,2.064
15/04/2014,Pre-fire,Termeil Lake,2,54.4,4.19,7.24,12,17.09,3.47,33.55,,,,,,,
26/11/2014,Pre-fire,Termeil Lake,1,109.07,31.34,9.19,2.48,0.9,4.95,12.91,619,714,9.1,19.9,0,6.195,2.118
26/11/2014,Pre-fire,Termeil Lake,2,96.92,32.7,8.55,4.01,2.5,2.81,12.32,478,601,8.8,25.7,-0.01854,3.6352,1.73
9/12/2014,Pre-fire,Termeil Lake,1,98.77,18.69,8.66,4.06,3.64,5.53,21.35,629,739,7.5,19.4,0.6224,36.14,1.4
9/12/2014,Pre-fire,Termeil Lake,2,89.49,10.76,8.3,6.18,7.33,8.17,25.68,,,,,,,
6/01/2015,Pre-fire,Termeil Lake,1,103.67,14.72,8.79,3.33,2.41,3.52,19.82,644,754,6.6,19.1,1.313,17.56,1.219
6/01/2015,Pre-fire,Termeil Lake,2,122.86,14.26,9.04,2.21,-0.03,1.38,20.73,,,,,,,
28/01/2015,Pre-fire,Termeil Lake,1,46.26,33.24,7.53,4.71,6.13,17.24,6.06,246,657,9.2,45.2,1.873,26.38,1.707
28/01/2015,Pre-fire,Termeil Lake,2,75.83,32.76,7.7,4.4,4.97,10.21,8.56,,,,,,,
17/02/2015,Pre-fire,Termeil Lake,1,84.72,33.24,7.95,2.49,1.03,8.73,10.49,408,592,5.5,24,5.312,83.45,0.437
17/02/2015,Pre-fire,Termeil Lake,2,96.57,33.17,7.99,1.55,-0.8,4.6,10.88,,,,,,,
10/03/2015,Pre-fire,Termeil Lake,1,96.57,34.4,7.93,16.43,16.13,6.01,13.05,434,657,5.4,22.8,0.1231,2.462,0.9156
10/03/2015,Pre-fire,Termeil Lake,2,105.54,34.48,7.94,12.94,12.36,8.42,13.11,,,,,,,
20/10/2015,Pre-fire,Termeil Lake,1,199.13,28.51,8.94,42.63,36.81,12.22,20.12,,,,,,,
15/12/2015,Pre-fire,Termeil Lake,2,91.13,25.29,7.74,3.49,2.34,4.91,18.47,,,,,,,
21/01/2016,Pre-fire,Termeil Lake,1,107.64,20.03,7.93,3.44,2.08,5.93,20.72,1009.32,1208.58,10.64,16.41,2.36,208.36,2.36
11/02/2016,Pre-fire,Termeil Lake,2,77.04,10.58,7.41,6.14,7.32,3.89,33.88,1698.09,1807.56,12.03,21.74,2.53,502.38,2.53
16/03/2016,Pre-fire,Termeil Lake,1,72.64,12.26,7.84,5.58,6.41,4.07,35.38,1778.81,1920.7,11.18,12.31,2.8,576.78,2.8
13/04/2016,Pre-fire,Termeil Lake,2,106.49,13.02,8.06,3.79,7.74,1.89,50.73,1126.55,1241.12,8.34,9.33,0.5,112.64,0.5
21/11/2016,Pre-fire,Termeil Lake,1,106.63,30.84,7.58,4.5,8.17,3.86,19.5,,,,,,,
21/11/2016,Pre-fire,Termeil Lake,2,111.73,30.76,7.69,5.01,9.22,2.92,19.68,,,,,,,
